regulon,hallmark,linScore,wangScore,jiangScore
49,Evading_Apoptosis,0.478,0.467,0.543
49,Limitless_Replicative_Potential,0.791,0.635,0.779
49,Sustained_Angiogenesis,0.777,0.643,0.721
49,Tissue_Invasion_And_Metastasis,0.587,0.549,0.586
49,Genome_Instability_And_Mutation,1,1,1
49,Tumor_Promoting_Inflammation,0.726,0.491,0.742
49,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
49,Evading_ImmuneDetection,0.547,0.456,0.628
50,Self_Sufficiency_In_Growth_Signals,1,1,1
50,Insensitivity_To_Antigrowth_Signals,0.932,0.847,0.93
50,Evading_Apoptosis,0.446,0.428,0.481
50,Limitless_Replicative_Potential,0.591,0.503,0.588
50,Sustained_Angiogenesis,0.834,0.732,0.851
50,Tissue_Invasion_And_Metastasis,1,1,1
50,Genome_Instability_And_Mutation,0.711,0.519,0.701
50,Tumor_Promoting_Inflammation,0.723,0.381,0.774
50,Reprogramming_Energy_Metabolism,0.589,0.391,0.58
50,Evading_ImmuneDetection,0.723,0.529,0.774
51,Self_Sufficiency_In_Growth_Signals,0.804,0.722,0.849
51,Insensitivity_To_Antigrowth_Signals,1,1,1
51,Evading_Apoptosis,0.492,0.467,0.569
51,Limitless_Replicative_Potential,0.942,0.756,0.94
51,Sustained_Angiogenesis,0.738,0.585,0.753
51,Tissue_Invasion_And_Metastasis,0.924,0.647,0.937
51,Genome_Instability_And_Mutation,1,1,1
51,Tumor_Promoting_Inflammation,0.86,0.632,0.886
51,Reprogramming_Energy_Metabolism,0.706,0.643,0.688
51,Evading_ImmuneDetection,0.914,0.86,0.922
52,Self_Sufficiency_In_Growth_Signals,0.804,0.744,0.849
52,Insensitivity_To_Antigrowth_Signals,1,1,1
52,Evading_Apoptosis,0.685,0.828,0.64
52,Limitless_Replicative_Potential,0.533,0.39,0.486
52,Sustained_Angiogenesis,0.542,0.459,0.561
52,Tissue_Invasion_And_Metastasis,0.459,0.539,0.474
52,Genome_Instability_And_Mutation,1,1,1
52,Tumor_Promoting_Inflammation,0.557,0.283,0.647
52,Reprogramming_Energy_Metabolism,0.534,0.342,0.489
52,Evading_ImmuneDetection,0.612,0.347,0.719
53,Self_Sufficiency_In_Growth_Signals,0.842,0.864,0.847
53,Insensitivity_To_Antigrowth_Signals,0.85,0.847,0.842
53,Evading_Apoptosis,0.826,0.828,0.841
53,Limitless_Replicative_Potential,0.752,0.673,0.738
53,Sustained_Angiogenesis,0.94,0.735,0.948
53,Tissue_Invasion_And_Metastasis,0.953,0.82,0.956
53,Genome_Instability_And_Mutation,0.815,0.833,0.819
53,Tumor_Promoting_Inflammation,0.953,0.746,0.956
53,Reprogramming_Energy_Metabolism,1,1,1
53,Evading_ImmuneDetection,0.882,0.746,0.907
54,Self_Sufficiency_In_Growth_Signals,1,1,1
54,Insensitivity_To_Antigrowth_Signals,1,1,1
54,Evading_Apoptosis,0.869,0.828,0.882
54,Limitless_Replicative_Potential,1,1,1
54,Sustained_Angiogenesis,1,1,1
54,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
54,Genome_Instability_And_Mutation,1,1,1
54,Tumor_Promoting_Inflammation,1,1,1
54,Reprogramming_Energy_Metabolism,0.991,0.659,0.989
54,Evading_ImmuneDetection,0.914,0.86,0.922
55,Self_Sufficiency_In_Growth_Signals,1,1,1
55,Insensitivity_To_Antigrowth_Signals,1,1,1
55,Evading_Apoptosis,0.826,0.751,0.841
55,Limitless_Replicative_Potential,0.942,0.756,0.94
55,Sustained_Angiogenesis,1,1,1
55,Tissue_Invasion_And_Metastasis,1,1,1
55,Genome_Instability_And_Mutation,1,1,1
55,Tumor_Promoting_Inflammation,0.882,0.746,0.907
55,Reprogramming_Energy_Metabolism,1,1,1
55,Evading_ImmuneDetection,0.882,0.746,0.907
56,Self_Sufficiency_In_Growth_Signals,1,1,1
56,Insensitivity_To_Antigrowth_Signals,0.932,0.915,0.93
56,Evading_Apoptosis,0.869,0.828,0.882
56,Limitless_Replicative_Potential,1,1,1
56,Sustained_Angiogenesis,0.902,0.701,0.864
56,Tissue_Invasion_And_Metastasis,1,1,1
56,Genome_Instability_And_Mutation,1,1,1
56,Tumor_Promoting_Inflammation,1,1,1
56,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
56,Evading_ImmuneDetection,0.914,0.86,0.922
57,Self_Sufficiency_In_Growth_Signals,0.806,0.915,0.851
57,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
57,Evading_Apoptosis,0.869,0.728,0.882
57,Limitless_Replicative_Potential,0.791,0.635,0.779
57,Sustained_Angiogenesis,0.7,0.682,0.701
57,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
57,Genome_Instability_And_Mutation,1,1,1
57,Tumor_Promoting_Inflammation,1,1,1
57,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
57,Evading_ImmuneDetection,0.888,0.768,0.895
58,Self_Sufficiency_In_Growth_Signals,1,1,1
58,Insensitivity_To_Antigrowth_Signals,1,1,1
58,Evading_Apoptosis,0.826,0.751,0.841
58,Limitless_Replicative_Potential,1,1,1
58,Sustained_Angiogenesis,0.777,0.701,0.747
58,Tissue_Invasion_And_Metastasis,1,1,1
58,Genome_Instability_And_Mutation,1,1,1
58,Tumor_Promoting_Inflammation,0.882,0.746,0.907
58,Reprogramming_Energy_Metabolism,1,1,1
58,Evading_ImmuneDetection,0.882,0.746,0.907
59,Self_Sufficiency_In_Growth_Signals,1,1,1
59,Insensitivity_To_Antigrowth_Signals,0.779,0.847,0.792
59,Evading_Apoptosis,0.422,0.355,0.428
59,Limitless_Replicative_Potential,0.511,0.554,0.483
59,Sustained_Angiogenesis,0.451,0.58,0.488
59,Tissue_Invasion_And_Metastasis,0.605,0.527,0.664
59,Genome_Instability_And_Mutation,0.711,0.618,0.701
59,Tumor_Promoting_Inflammation,0.562,0.466,0.6
59,Reprogramming_Energy_Metabolism,0.642,0.42,0.562
59,Evading_ImmuneDetection,0.535,0.466,0.562
60,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
60,Insensitivity_To_Antigrowth_Signals,0.932,0.915,0.93
60,Evading_Apoptosis,0.759,0.689,0.814
60,Limitless_Replicative_Potential,0.942,0.756,0.94
60,Sustained_Angiogenesis,0.791,0.574,0.792
60,Tissue_Invasion_And_Metastasis,1,1,1
60,Genome_Instability_And_Mutation,1,1,1
60,Tumor_Promoting_Inflammation,1,1,1
60,Reprogramming_Energy_Metabolism,0.732,0.492,0.726
60,Evading_ImmuneDetection,0.926,0.86,0.925
61,Self_Sufficiency_In_Growth_Signals,1,1,1
61,Insensitivity_To_Antigrowth_Signals,1,1,1
61,Evading_Apoptosis,0.494,0.467,0.572
61,Limitless_Replicative_Potential,1,1,1
61,Sustained_Angiogenesis,0.94,0.735,0.948
61,Tissue_Invasion_And_Metastasis,1,1,1
61,Genome_Instability_And_Mutation,0.946,0.835,0.943
61,Tumor_Promoting_Inflammation,1,1,1
61,Reprogramming_Energy_Metabolism,0.706,0.585,0.688
61,Evading_ImmuneDetection,0.926,0.723,0.925
62,Self_Sufficiency_In_Growth_Signals,1,1,1
62,Insensitivity_To_Antigrowth_Signals,0.932,0.847,0.93
62,Evading_Apoptosis,0.494,0.352,0.572
62,Limitless_Replicative_Potential,0.583,0.55,0.573
62,Sustained_Angiogenesis,0.877,0.682,0.887
62,Tissue_Invasion_And_Metastasis,0.938,0.825,0.947
62,Genome_Instability_And_Mutation,0.79,0.66,0.781
62,Tumor_Promoting_Inflammation,0.882,0.746,0.907
62,Reprogramming_Energy_Metabolism,1,1,1
62,Evading_ImmuneDetection,0.914,0.86,0.922
63,Self_Sufficiency_In_Growth_Signals,0.602,0.62,0.651
63,Insensitivity_To_Antigrowth_Signals,0.735,0.747,0.748
63,Evading_Apoptosis,0.422,0.275,0.428
63,Limitless_Replicative_Potential,0.535,0.431,0.572
63,Sustained_Angiogenesis,0.696,0.549,0.742
63,Tissue_Invasion_And_Metastasis,0.953,0.82,0.956
63,Genome_Instability_And_Mutation,0.644,0.485,0.653
63,Tumor_Promoting_Inflammation,1,1,1
63,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
63,Evading_ImmuneDetection,0.914,0.86,0.922
64,Self_Sufficiency_In_Growth_Signals,0.554,0.543,0.644
64,Insensitivity_To_Antigrowth_Signals,0.543,0.488,0.644
64,Evading_Apoptosis,0.23,0.428,0.368
64,Limitless_Replicative_Potential,0.791,0.601,0.779
64,Sustained_Angiogenesis,0.596,0.488,0.517
64,Tissue_Invasion_And_Metastasis,1,1,1
64,Genome_Instability_And_Mutation,1,1,1
64,Tumor_Promoting_Inflammation,0.726,0.491,0.742
64,Reprogramming_Energy_Metabolism,0.809,0.497,0.799
64,Evading_ImmuneDetection,0.706,0.723,0.739
65,Self_Sufficiency_In_Growth_Signals,0.909,0.847,0.911
65,Insensitivity_To_Antigrowth_Signals,0.978,0.85,0.977
65,Evading_Apoptosis,0.481,0.467,0.55
65,Limitless_Replicative_Potential,0.716,0.605,0.712
65,Sustained_Angiogenesis,0.791,0.597,0.792
65,Tissue_Invasion_And_Metastasis,0.957,0.88,0.964
65,Genome_Instability_And_Mutation,0.698,0.747,0.738
65,Tumor_Promoting_Inflammation,1,1,1
65,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
65,Evading_ImmuneDetection,0.888,0.723,0.895
66,Self_Sufficiency_In_Growth_Signals,1,1,1
66,Insensitivity_To_Antigrowth_Signals,0.783,0.795,0.796
66,Evading_Apoptosis,0.424,0.467,0.503
66,Limitless_Replicative_Potential,0.942,0.564,0.94
66,Sustained_Angiogenesis,0.638,0.507,0.606
66,Tissue_Invasion_And_Metastasis,0.603,0.549,0.662
66,Genome_Instability_And_Mutation,0.906,0.66,0.917
66,Tumor_Promoting_Inflammation,0.799,0.748,0.805
66,Reprogramming_Energy_Metabolism,0.68,0.484,0.648
66,Evading_ImmuneDetection,0.706,0.723,0.739
67,Self_Sufficiency_In_Growth_Signals,1,1,1
67,Insensitivity_To_Antigrowth_Signals,1,1,1
67,Evading_Apoptosis,0.749,0.828,0.749
67,Limitless_Replicative_Potential,1,1,1
67,Sustained_Angiogenesis,0.877,0.639,0.887
67,Tissue_Invasion_And_Metastasis,0.947,0.82,0.955
67,Genome_Instability_And_Mutation,1,1,1
67,Tumor_Promoting_Inflammation,1,1,1
67,Reprogramming_Energy_Metabolism,0.678,0.643,0.663
67,Evading_ImmuneDetection,1,1,1
68,Self_Sufficiency_In_Growth_Signals,0.979,0.847,0.981
68,Insensitivity_To_Antigrowth_Signals,1,1,1
68,Evading_Apoptosis,0.869,0.611,0.882
68,Limitless_Replicative_Potential,0.754,0.601,0.728
68,Sustained_Angiogenesis,0.526,0.58,0.486
68,Tissue_Invasion_And_Metastasis,1,1,1
68,Genome_Instability_And_Mutation,0.963,0.665,0.963
68,Tumor_Promoting_Inflammation,0.726,0.431,0.747
68,Reprogramming_Energy_Metabolism,0.667,0.342,0.654
68,Evading_ImmuneDetection,0.706,0.723,0.747
69,Self_Sufficiency_In_Growth_Signals,0.432,0.455,0.593
69,Insensitivity_To_Antigrowth_Signals,0.427,0.375,0.593
69,Evading_Apoptosis,0.237,0.334,0.394
69,Limitless_Replicative_Potential,0.466,0.605,0.437
69,Sustained_Angiogenesis,0.394,0.245,0.275
69,Tissue_Invasion_And_Metastasis,0.603,0.527,0.662
69,Genome_Instability_And_Mutation,0.52,0.747,0.592
69,Tumor_Promoting_Inflammation,0.687,0.489,0.738
69,Reprogramming_Energy_Metabolism,0.733,0.408,0.691
69,Evading_ImmuneDetection,0.744,0.831,0.81
70,Self_Sufficiency_In_Growth_Signals,0.966,0.847,0.963
70,Insensitivity_To_Antigrowth_Signals,0.85,0.847,0.842
70,Evading_Apoptosis,0.424,0.467,0.503
70,Limitless_Replicative_Potential,0.791,0.605,0.779
70,Sustained_Angiogenesis,0.738,0.585,0.753
70,Tissue_Invasion_And_Metastasis,0.85,0.549,0.883
70,Genome_Instability_And_Mutation,1,1,1
70,Tumor_Promoting_Inflammation,0.734,0.378,0.787
70,Reprogramming_Energy_Metabolism,0.589,0.402,0.58
70,Evading_ImmuneDetection,0.734,0.406,0.787
71,Self_Sufficiency_In_Growth_Signals,0.664,0.864,0.704
71,Insensitivity_To_Antigrowth_Signals,0.557,0.847,0.704
71,Evading_Apoptosis,0.229,0.32,0.365
71,Limitless_Replicative_Potential,0.574,0.564,0.564
71,Sustained_Angiogenesis,0.696,0.682,0.742
71,Tissue_Invasion_And_Metastasis,0.572,0.531,0.632
71,Genome_Instability_And_Mutation,0.691,0.66,0.738
71,Tumor_Promoting_Inflammation,0.525,0.336,0.6
71,Reprogramming_Energy_Metabolism,0.809,0.484,0.799
71,Evading_ImmuneDetection,0.914,0.86,0.922
72,Self_Sufficiency_In_Growth_Signals,0.807,0.864,0.806
72,Insensitivity_To_Antigrowth_Signals,0.797,0.85,0.822
72,Evading_Apoptosis,0.826,0.626,0.841
72,Limitless_Replicative_Potential,0.701,0.55,0.677
72,Sustained_Angiogenesis,1,1,1
72,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
72,Genome_Instability_And_Mutation,0.739,0.66,0.71
72,Tumor_Promoting_Inflammation,0.648,0.513,0.63
72,Reprogramming_Energy_Metabolism,0.588,0.585,0.592
72,Evading_ImmuneDetection,0.706,0.739,0.739
73,Self_Sufficiency_In_Growth_Signals,0.941,0.847,0.942
73,Insensitivity_To_Antigrowth_Signals,0.862,0.847,0.852
73,Evading_Apoptosis,0.76,0.701,0.814
73,Limitless_Replicative_Potential,0.747,0.55,0.705
73,Sustained_Angiogenesis,0.877,0.639,0.887
73,Tissue_Invasion_And_Metastasis,0.812,0.639,0.799
73,Genome_Instability_And_Mutation,0.771,0.66,0.788
73,Tumor_Promoting_Inflammation,0.812,0.639,0.799
73,Reprogramming_Energy_Metabolism,1,1,1
73,Evading_ImmuneDetection,0.744,0.831,0.81
74,Self_Sufficiency_In_Growth_Signals,0.756,0.847,0.8
74,Insensitivity_To_Antigrowth_Signals,0.812,0.847,0.839
74,Evading_Apoptosis,0.869,0.611,0.882
74,Limitless_Replicative_Potential,1,1,1
74,Sustained_Angiogenesis,0.447,0.52,0.506
74,Tissue_Invasion_And_Metastasis,0.83,0.543,0.864
74,Genome_Instability_And_Mutation,0.832,0.765,0.817
74,Tumor_Promoting_Inflammation,0.548,0.43,0.63
74,Reprogramming_Energy_Metabolism,0.732,0.408,0.726
74,Evading_ImmuneDetection,0.914,0.86,0.922
75,Self_Sufficiency_In_Growth_Signals,1,1,1
75,Insensitivity_To_Antigrowth_Signals,1,1,1
75,Evading_Apoptosis,0.492,0.467,0.569
75,Limitless_Replicative_Potential,1,1,1
75,Sustained_Angiogenesis,0.777,0.571,0.721
75,Tissue_Invasion_And_Metastasis,0.569,0.549,0.627
75,Genome_Instability_And_Mutation,0.946,0.932,0.943
75,Tumor_Promoting_Inflammation,0.744,0.489,0.738
75,Reprogramming_Energy_Metabolism,0.589,0.372,0.58
75,Evading_ImmuneDetection,0.744,0.831,0.81
76,Self_Sufficiency_In_Growth_Signals,0.74,0.915,0.766
76,Insensitivity_To_Antigrowth_Signals,0.797,0.915,0.822
76,Evading_Apoptosis,0.799,0.701,0.833
76,Limitless_Replicative_Potential,0.591,0.543,0.588
76,Sustained_Angiogenesis,0.738,0.585,0.753
76,Tissue_Invasion_And_Metastasis,0.924,0.88,0.937
76,Genome_Instability_And_Mutation,0.79,0.573,0.788
76,Tumor_Promoting_Inflammation,0.734,0.513,0.787
76,Reprogramming_Energy_Metabolism,1,1,1
76,Evading_ImmuneDetection,0.734,0.41,0.787
77,Self_Sufficiency_In_Growth_Signals,1,1,1
77,Insensitivity_To_Antigrowth_Signals,0.932,0.847,0.93
77,Evading_Apoptosis,0.76,0.467,0.811
77,Limitless_Replicative_Potential,1,1,1
77,Sustained_Angiogenesis,0.791,0.666,0.792
77,Tissue_Invasion_And_Metastasis,1,1,1
77,Genome_Instability_And_Mutation,0.908,0.833,0.919
77,Tumor_Promoting_Inflammation,0.882,0.746,0.907
77,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
77,Evading_ImmuneDetection,0.882,0.86,0.907
78,Self_Sufficiency_In_Growth_Signals,0.802,0.594,0.848
78,Insensitivity_To_Antigrowth_Signals,0.671,0.41,0.697
78,Evading_Apoptosis,0.625,0.436,0.639
78,Limitless_Replicative_Potential,0.817,0.55,0.821
78,Sustained_Angiogenesis,0.877,0.639,0.887
78,Tissue_Invasion_And_Metastasis,0.83,0.543,0.864
78,Genome_Instability_And_Mutation,0.891,0.66,0.902
78,Tumor_Promoting_Inflammation,0.504,0.328,0.504
78,Reprogramming_Energy_Metabolism,0.58,0.643,0.54
78,Evading_ImmuneDetection,0.719,0.723,0.755
79,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
79,Insensitivity_To_Antigrowth_Signals,1,1,1
79,Evading_Apoptosis,0.76,0.828,0.811
79,Limitless_Replicative_Potential,1,1,1
79,Sustained_Angiogenesis,0.738,0.682,0.753
79,Tissue_Invasion_And_Metastasis,0.855,0.652,0.888
79,Genome_Instability_And_Mutation,1,1,1
79,Tumor_Promoting_Inflammation,0.734,0.491,0.787
79,Reprogramming_Energy_Metabolism,0.927,0.643,0.919
79,Evading_ImmuneDetection,0.744,0.831,0.81
80,Self_Sufficiency_In_Growth_Signals,0.909,0.809,0.911
80,Insensitivity_To_Antigrowth_Signals,1,1,1
80,Evading_Apoptosis,0.492,0.467,0.569
80,Limitless_Replicative_Potential,1,1,1
80,Sustained_Angiogenesis,0.661,0.47,0.697
80,Tissue_Invasion_And_Metastasis,0.781,0.579,0.746
80,Genome_Instability_And_Mutation,1,1,1
80,Tumor_Promoting_Inflammation,0.882,0.746,0.907
80,Reprogramming_Energy_Metabolism,0.667,0.391,0.654
80,Evading_ImmuneDetection,0.882,0.746,0.907
81,Self_Sufficiency_In_Growth_Signals,0.804,0.602,0.849
81,Insensitivity_To_Antigrowth_Signals,1,1,1
81,Evading_Apoptosis,0.492,0.467,0.569
81,Limitless_Replicative_Potential,0.716,0.614,0.712
81,Sustained_Angiogenesis,0.313,0.321,0.297
81,Tissue_Invasion_And_Metastasis,0.947,0.82,0.955
81,Genome_Instability_And_Mutation,0.932,0.932,0.93
81,Tumor_Promoting_Inflammation,0.453,0.388,0.467
81,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
81,Evading_ImmuneDetection,0.341,0.388,0.371
82,Self_Sufficiency_In_Growth_Signals,0.786,0.809,0.796
82,Insensitivity_To_Antigrowth_Signals,0.69,0.809,0.756
82,Evading_Apoptosis,0.826,0.751,0.841
82,Limitless_Replicative_Potential,0.768,0.626,0.748
82,Sustained_Angiogenesis,0.606,0.457,0.53
82,Tissue_Invasion_And_Metastasis,0.783,0.701,0.78
82,Genome_Instability_And_Mutation,0.787,0.679,0.774
82,Tumor_Promoting_Inflammation,0.476,0.41,0.456
82,Reprogramming_Energy_Metabolism,0.561,0.417,0.545
82,Evading_ImmuneDetection,0.459,0.5,0.528
83,Self_Sufficiency_In_Growth_Signals,0.979,0.805,0.981
83,Insensitivity_To_Antigrowth_Signals,1,1,1
83,Evading_Apoptosis,0.869,0.611,0.882
83,Limitless_Replicative_Potential,0.653,0.55,0.654
83,Sustained_Angiogenesis,0.428,0.453,0.371
83,Tissue_Invasion_And_Metastasis,0.577,0.543,0.624
83,Genome_Instability_And_Mutation,0.746,0.932,0.745
83,Tumor_Promoting_Inflammation,0.548,0.388,0.63
83,Reprogramming_Energy_Metabolism,0.927,0.604,0.919
83,Evading_ImmuneDetection,0.706,0.723,0.739
84,Self_Sufficiency_In_Growth_Signals,0.941,0.847,0.942
84,Insensitivity_To_Antigrowth_Signals,0.862,0.847,0.852
84,Evading_Apoptosis,0.48,0.428,0.547
84,Limitless_Replicative_Potential,1,1,1
84,Sustained_Angiogenesis,0.603,0.666,0.578
84,Tissue_Invasion_And_Metastasis,0.756,0.543,0.787
84,Genome_Instability_And_Mutation,1,1,1
84,Tumor_Promoting_Inflammation,0.726,0.466,0.742
84,Reprogramming_Energy_Metabolism,0.732,0.402,0.726
84,Evading_ImmuneDetection,0.691,0.591,0.719
85,Self_Sufficiency_In_Growth_Signals,1,1,1
85,Insensitivity_To_Antigrowth_Signals,0.932,0.847,0.93
85,Evading_Apoptosis,0.424,0.428,0.503
85,Limitless_Replicative_Potential,0.633,0.614,0.622
85,Sustained_Angiogenesis,0.515,0.58,0.372
85,Tissue_Invasion_And_Metastasis,0.605,0.543,0.664
85,Genome_Instability_And_Mutation,0.695,0.679,0.713
85,Tumor_Promoting_Inflammation,0.664,0.466,0.707
85,Reprogramming_Energy_Metabolism,0.589,0.417,0.58
85,Evading_ImmuneDetection,0.914,0.86,0.922
86,Self_Sufficiency_In_Growth_Signals,1,1,1
86,Insensitivity_To_Antigrowth_Signals,1,1,1
86,Evading_Apoptosis,0.869,0.828,0.882
86,Limitless_Replicative_Potential,0.797,0.55,0.772
86,Sustained_Angiogenesis,1,1,1
86,Tissue_Invasion_And_Metastasis,1,1,1
86,Genome_Instability_And_Mutation,0.91,0.835,0.909
86,Tumor_Promoting_Inflammation,1,1,1
86,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
86,Evading_ImmuneDetection,1,1,1
87,Self_Sufficiency_In_Growth_Signals,0.804,0.847,0.849
87,Insensitivity_To_Antigrowth_Signals,1,1,1
87,Evading_Apoptosis,0.492,0.448,0.569
87,Limitless_Replicative_Potential,1,1,1
87,Sustained_Angiogenesis,0.7,0.587,0.701
87,Tissue_Invasion_And_Metastasis,0.947,0.88,0.955
87,Genome_Instability_And_Mutation,0.91,0.835,0.919
87,Tumor_Promoting_Inflammation,0.704,0.582,0.71
87,Reprogramming_Energy_Metabolism,0.667,0.285,0.654
87,Evading_ImmuneDetection,0.914,0.86,0.922
88,Self_Sufficiency_In_Growth_Signals,1,1,1
88,Insensitivity_To_Antigrowth_Signals,0.932,0.847,0.93
88,Evading_Apoptosis,0.409,0.467,0.424
88,Limitless_Replicative_Potential,0.701,0.635,0.701
88,Sustained_Angiogenesis,0.748,0.643,0.747
88,Tissue_Invasion_And_Metastasis,0.957,0.831,0.964
88,Genome_Instability_And_Mutation,0.758,0.747,0.792
88,Tumor_Promoting_Inflammation,0.547,0.43,0.628
88,Reprogramming_Energy_Metabolism,0.604,0.402,0.509
88,Evading_ImmuneDetection,0.706,0.723,0.739
89,Self_Sufficiency_In_Growth_Signals,1,1,1
89,Insensitivity_To_Antigrowth_Signals,0.853,0.915,0.857
89,Evading_Apoptosis,0.869,0.828,0.882
89,Limitless_Replicative_Potential,0.723,0.601,0.657
89,Sustained_Angiogenesis,1,1,1
89,Tissue_Invasion_And_Metastasis,1,1,1
89,Genome_Instability_And_Mutation,0.79,0.66,0.781
89,Tumor_Promoting_Inflammation,1,1,1
89,Reprogramming_Energy_Metabolism,0.991,0.874,0.989
89,Evading_ImmuneDetection,1,1,1
90,Self_Sufficiency_In_Growth_Signals,0.74,0.847,0.771
90,Insensitivity_To_Antigrowth_Signals,0.644,0.847,0.713
90,Evading_Apoptosis,0.841,0.594,0.871
90,Limitless_Replicative_Potential,0.591,0.55,0.588
90,Sustained_Angiogenesis,1,1,1
90,Tissue_Invasion_And_Metastasis,1,1,1
90,Genome_Instability_And_Mutation,0.668,0.66,0.708
90,Tumor_Promoting_Inflammation,0.687,0.491,0.736
90,Reprogramming_Energy_Metabolism,1,1,1
90,Evading_ImmuneDetection,0.548,0.529,0.63
91,Self_Sufficiency_In_Growth_Signals,0.979,0.847,0.981
91,Insensitivity_To_Antigrowth_Signals,1,1,1
91,Evading_Apoptosis,0.444,0.363,0.477
91,Limitless_Replicative_Potential,0.583,0.564,0.573
91,Sustained_Angiogenesis,0.515,0.58,0.372
91,Tissue_Invasion_And_Metastasis,0.605,0.435,0.664
91,Genome_Instability_And_Mutation,0.691,0.419,0.738
91,Tumor_Promoting_Inflammation,0.664,0.434,0.707
91,Reprogramming_Energy_Metabolism,0.576,0.484,0.567
91,Evading_ImmuneDetection,0.535,0.343,0.6
92,Self_Sufficiency_In_Growth_Signals,0.635,0.795,0.704
92,Insensitivity_To_Antigrowth_Signals,0.622,0.795,0.704
92,Evading_Apoptosis,0.229,0.291,0.365
92,Limitless_Replicative_Potential,0.574,0.564,0.572
92,Sustained_Angiogenesis,0.71,0.439,0.715
92,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
92,Genome_Instability_And_Mutation,0.691,0.59,0.738
92,Tumor_Promoting_Inflammation,0.729,0.398,0.723
92,Reprogramming_Energy_Metabolism,0.576,0.484,0.567
92,Evading_ImmuneDetection,0.728,0.723,0.794
93,Self_Sufficiency_In_Growth_Signals,1,1,1
93,Insensitivity_To_Antigrowth_Signals,1,1,1
93,Evading_Apoptosis,0.869,0.828,0.882
93,Limitless_Replicative_Potential,0.896,0.756,0.889
93,Sustained_Angiogenesis,1,1,1
93,Tissue_Invasion_And_Metastasis,1,1,1
93,Genome_Instability_And_Mutation,0.963,0.835,0.963
93,Tumor_Promoting_Inflammation,1,1,1
93,Reprogramming_Energy_Metabolism,0.964,0.874,0.957
93,Evading_ImmuneDetection,1,1,1
94,Self_Sufficiency_In_Growth_Signals,0.657,0.915,0.724
94,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
94,Evading_Apoptosis,0.869,0.611,0.882
94,Limitless_Replicative_Potential,0.797,0.554,0.772
94,Sustained_Angiogenesis,0.561,0.499,0.594
94,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
94,Genome_Instability_And_Mutation,0.668,0.585,0.708
94,Tumor_Promoting_Inflammation,1,1,1
94,Reprogramming_Energy_Metabolism,0.678,0.585,0.663
94,Evading_ImmuneDetection,1,1,1
95,Self_Sufficiency_In_Growth_Signals,0.742,0.915,0.768
95,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
95,Evading_Apoptosis,0.869,0.728,0.882
95,Limitless_Replicative_Potential,1,1,1
95,Sustained_Angiogenesis,0.696,0.701,0.742
